entity_type,entity_id,entity_name,report_date,year,source_sheet,revenue,revenue_growth_pct,gross_profit,ebit,depreciation,ebitda,ebitda_margin,nie,net_income,cash,accounts_receivable,inventory,accounts_payable,total_assets,equity,current_assets,current_liabilities,total_interest_bearing_debt,net_debt,equity_ratio,current_ratio,net_debt_to_ebitda,icrm,dso_days,dio_days,dpo_days,financial_cycle_days,average_capital_need
COMPANY,40861875,"ТОВ ""АРАТА-ЗАХІД""",2026-01-01,2025,02_Raw_Wide,13125.0,,4725.0,2100.0,590.62,2690.62,0.20499961904761904,236.25,2296.87,591.22,1947.75,1602.48,1486.8999999999999,14955.0,6281.1,6879.3,5829.92,3284.5299999999997,2693.3099999999995,0.42000000000000004,1.179999039437934,1.0009997695698387,11.388867724867724,54.166,74.89777677613331,69.49572181146263,59.568054964670665,1370.881264940366
COMPANY,40976600,"ТОВ ""ППЕК""",2026-01-01,2025,02_Raw_Wide,8375.0,,3015.0,1340.0,376.88,1716.88,0.20500059701492537,150.75,1465.63,377.25,1242.85,1022.53,948.79,9369.0,3934.98,4309.74,3652.32,2095.85,1718.6,0.42,1.1800006571165724,1.0010018172498951,11.388922056384743,54.16599999999999,74.89754410891169,69.49628947326173,59.56725463564996,874.741054375572
COMPANY,41041279,"ТОВ ""РИСОІЛ УКРАЇНА""",2026-01-01,2025,02_Raw_Wide,11625.0,,4185.0,1860.0,523.12,2383.12,0.20499956989247312,209.25,2034.37,523.65,1725.15,1419.3500000000001,1316.9699999999998,13191.0,5540.22,6067.86,5142.25,2909.15,2385.5,0.42000000000000004,1.180000972337012,1.000998690791903,11.388864994026283,54.166,74.89832843709881,69.49579145510691,59.56853698199191,1214.2189456055337
COMPANY,41054005,"ТОВ ""ЕЛІКСИР УКРАЇНА""",2026-01-01,2025,02_Raw_Wide,6375.0,,2295.0,1020.0,286.88,1306.88,0.2050007843137255,114.75,1115.63,287.16,946.05,778.35,722.21,7017.0,2947.14,3227.82,2735.44,1595.3600000000001,1308.2,0.42,1.1800002924575206,1.0010100391772772,11.388932461873639,54.166,74.89817089889063,69.49599538111107,59.56817551777954,665.8579619521657
COMPANY,41126163,"ТОВ ""ЛЕРНА ОЙЛ""",2026-01-01,2025,02_Raw_Wide,16625.0,,5985.0,2660.0,748.12,3408.12,0.20499969924812028,299.25,2909.37,748.87,2467.15,2029.8200000000002,1883.4099999999999,19071.0,8009.82,8772.66,7434.46,4160.400000000001,3411.5300000000007,0.42,1.1799996233754704,1.0010005516237694,11.388872180451127,54.166,74.89822965907392,69.49585417534381,59.56837548373012,1736.4589456079136
COMPANY,41162327,"ТОВ ""ЩЕДРО""",2026-01-01,2025,02_Raw_Wide,14875.0,,5355.0,2380.0,669.38,3049.38,0.2050003361344538,267.75,2603.13,670.04,2207.45,1816.1499999999999,1685.1599999999999,17013.0,7145.46,7825.98,6632.19,3722.4700000000003,3052.4300000000003,0.42,1.1799993667250184,1.0010002033200192,11.38890756302521,54.16599999999999,74.89811448237523,69.49608050057509,59.56803398180014,1553.6648863198284
COMPANY,41201418,"ТОВ ""ПЕТРОЛ ТРЕЙДІНГ""",2026-01-01,2025,02_Raw_Wide,15000.0,,5400.0,2400.0,675.0,3075.0,0.205,270.0,2625.0,675.67,2226.0,1831.41,1699.32,17160.0,7207.2,7893.6,6689.49,3753.76,3078.09,0.42,1.1800002690788087,1.0010048780487806,11.38888888888889,54.166,74.898,69.496,59.568,1566.7199999999998
COMPANY,41403314,"ТОВ ""АВІАКОМПАНІЯ СКАЙАП""",2026-01-01,2025,02_Raw_Wide,5500.0,,1980.0,880.0,247.5,1127.5,0.205,99.0,962.5,247.75,816.2,671.51,623.09,5988.0,2514.96,2754.48,2334.31,1376.3700000000001,1128.6200000000001,0.42,1.179997515325728,1.0009933481152995,11.38888888888889,54.166,74.89721925133689,69.4966692131398,59.56655003819708,574.4500168067225
COMPANY,41747399,"ТОВ ""ФРІ-СІСТЕМ""",2026-01-01,2025,02_Raw_Wide,15500.0,,5580.0,2480.0,697.5,3177.5,0.205,279.0,2712.5,698.2,2300.2,1892.46,1755.9699999999998,17748.0,7454.16,8164.08,6918.71,3878.87,3180.67,0.42,1.1800003179783514,1.0009976396538158,11.38888888888889,54.16599999999999,74.89811873136351,69.49623746272702,59.56788126863647,1618.9407731092433
COMPANY,41810266,"ТОВ ""ОДЕСЬКИЙ ПОРТОВИЙ ОПЕРАТОР""",2026-01-01,2025,02_Raw_Wide,16250.0,,5850.0,2600.0,731.25,3331.25,0.205,292.5,2843.75,731.98,2411.5,1984.02,1840.93,18630.0,7824.6,8569.8,7262.54,4066.56,3334.58,0.42000000000000004,1.1800003855400452,1.0009996247654784,11.38888888888889,54.166,74.89771687136394,69.49600000000001,59.56771687136393,1697.2719327731093
COMPANY,42071643,"ТОВ ""ФІДНОВА""",2026-01-01,2025,02_Raw_Wide,10000.0,,3600.0,1600.0,450.0,2050.0,0.205,180.0,1750.0,450.45,1484.0,1220.94,1132.88,11280.0,4737.6,5188.8,4397.29,2502.5000000000005,2052.0500000000006,0.42000000000000004,1.1799994996918557,1.0010000000000003,11.38888888888889,54.166,74.89800000000001,69.496,59.568000000000026,1044.4800000000005
COMPANY,42751799,"ТОВ  ""Д.ТРЕЙДІНГ""",2026-01-01,2025,02_Raw_Wide,5125.0,,1845.0,820.0,230.62,1050.62,0.2049990243902439,92.25,896.87,230.86,760.55,625.73,580.6,5547.0,2329.74,2551.62,2162.39,1282.53,1051.67,0.42,1.1799999075097463,1.000999409872266,11.388834688346883,54.166,74.89766772261902,69.49576635250445,59.56790137011457,535.2951136821255
COMPANY,43090747,"ТОВ ""ФЕРТІ ГРЕЙН""",2026-01-01,2025,02_Raw_Wide,13500.0,,4860.0,2160.0,607.5,2767.5,0.205,243.0,2362.5,608.11,2003.4,1648.26,1529.3899999999999,15396.0,6466.32,7082.16,6001.83,3378.3700000000003,2770.26,0.42,1.1800000999695093,1.0009972899728998,11.38888888888889,54.166,74.89759103641457,69.49609088079676,59.56750015561779,1410.0361680672265
COMPANY,43162182,"ТОВ ""ВЕНТА РІТЕЙЛ""",2026-01-01,2025,02_Raw_Wide,10250.0,,3690.0,1640.0,461.25,2101.25,0.205,184.5,1793.75,461.71,1521.1,1251.46,1161.2,11574.0,4861.08,5324.04,4511.9,2565.06,2103.35,0.42,1.1799995567277644,1.0009994051160023,11.38888888888889,54.166,74.89779053084649,69.49588030334085,59.567910227505635,1070.5903865546218
COMPANY,43487506,"ТОВ ""МДП""",2026-01-01,2025,02_Raw_Wide,12000.0,,4320.0,1920.0,540.0,2460.0,0.205,216.0,2100.0,540.54,1780.8,1465.1299999999999,1359.46,13632.0,5725.44,6270.72,5314.17,3003.0,2462.46,0.42,1.1799998870943158,1.0010000000000001,11.38888888888889,54.166,74.89810224089635,69.49620448179272,59.56789775910363,1253.3738487394955
COMPANY,43607439,"ТОВ ""АГРО-ЗЕРНО""",2026-01-01,2025,02_Raw_Wide,9500.0,,3420.0,1520.0,427.5,1947.5,0.205,171.0,1662.5,427.93,1409.8,1159.89,1076.24,10692.0,4490.64,4918.32,4168.07,2377.37,1949.4399999999998,0.42000000000000004,1.1799993762100924,1.0009961489088575,11.38888888888889,54.166,74.89780628040691,69.4962582927908,59.56754798761611,992.2484705882355
COMPANY,44307498,"ТОВ ""СЕРІОС СНЕК""",2026-01-01,2025,02_Raw_Wide,15625.0,,5625.0,2500.0,703.12,3203.12,0.20499968,281.25,2734.37,703.83,2318.75,1907.72,1770.13,17895.0,7515.9,8231.7,6976.02,3910.15,3206.32,0.42,1.1799994839464336,1.000999025949699,11.388871111111111,54.166,74.89800879434823,69.49615892643556,59.567849867912685,1631.9958867921284
COMPANY,44524171,"ТОВ ""СОЛІПАУЕР ТРЕЙДІНГ""",2026-01-01,2025,02_Raw_Wide,9125.0,,3285.0,1460.0,410.62,1870.62,0.2049994520547945,164.25,1596.87,411.04,1354.15,1114.11,1033.75,10251.0,4305.42,4715.46,3996.15,2283.53,1872.4900000000002,0.42,1.1800007507225705,1.0009996685590876,11.388858447488584,54.166000000000004,74.8980822856385,69.49573431957239,59.56834796606611,953.0935674570577
COMPANY,44550002,"ТОВ ""ФОКУС ДИСТРИБЬЮШН""",2026-01-01,2025,02_Raw_Wide,9250.0,,3330.0,1480.0,416.25,1896.25,0.205,166.5,1618.75,416.67,1372.7,1129.3700000000001,1047.92,10398.0,4367.16,4783.08,4053.46,2314.8199999999997,1898.1499999999996,0.42,1.1799993092321128,1.0010019775873433,11.38888888888889,54.166,74.89803315920963,69.49639791051557,59.56763524869406,966.1380840336132
COMPANY,44638778,"ТОВ ""ТРЕЙД ГРАНІТ ІНВЕСТ""",2026-01-01,2025,02_Raw_Wide,9375.0,,3375.0,1500.0,421.88,1921.88,0.20500053333333335,168.75,1640.63,422.3,1391.25,1144.6299999999999,1062.07,10545.0,4428.9,4850.7,4110.76,2346.1000000000004,1923.8000000000004,0.42,1.1800007784448616,1.000999021791163,11.388918518518519,54.166,74.89798534273196,69.49573512222756,59.56825022050438,979.2041132137707
COMPANY,44676394,"ТОВ ""ТД КРАМАР ЛТД""",2026-01-01,2025,02_Raw_Wide,14375.0,,5175.0,2300.0,646.88,2946.88,0.20500034782608698,258.75,2515.63,647.52,2133.25,1755.1,1628.51,16425.0,6898.5,7555.5,6402.97,3597.3599999999997,2949.8399999999997,0.42,1.1799992815833902,1.0010044521663588,11.388908212560388,54.166,74.89799044091512,69.49582725368053,59.56816318723459,1501.4441132124884
COMPANY,44797285,"ТОВ ""ФІШ-АЛЬЯНС ЛТД""",2026-01-01,2025,02_Raw_Wide,12625.0,,4545.0,2020.0,568.12,2588.12,0.20499960396039604,227.25,2209.37,568.69,1873.55,1541.44,1430.26,14367.0,6034.14,6608.82,5600.69,3159.4000000000005,2590.7100000000005,0.42000000000000004,1.1800010355866866,1.0010007263959941,11.388866886688668,54.166,74.89810806349409,69.49590515290447,59.568202910589605,1318.6604918289424
COMPANY,45038043,"ТОВ ""ПАЕК-АГРО""",2026-01-01,2025,02_Raw_Wide,7750.0,,2790.0,1240.0,348.75,1588.75,0.205,139.5,1356.25,349.1,1150.1,946.23,877.98,8634.0,3626.28,3971.64,3365.8,1939.44,1590.3400000000001,0.42000000000000004,1.1799988115752569,1.0010007867820614,11.38888888888889,54.16599999999999,74.89811873136351,69.49584169151532,59.56827703984817,809.4757647058819
COMPANY,45054208,"ТОВ ""ЄКСОН ЮК""",2026-01-01,2025,02_Raw_Wide,6750.0,,2430.0,1080.0,303.75,1383.75,0.205,121.5,1181.25,304.05,1001.7,824.14,764.69,7458.0,3132.36,3430.68,2907.36,1689.18,1385.13,0.42000000000000004,1.1799983490176653,1.0009972899728998,11.38888888888889,54.166,74.89849984438219,69.49563647681296,59.56886336756921,705.0342184873945
COMPANY,45088504,"ТОВ ""АГРОВИРОБНИЦТВО""",2026-01-01,2025,02_Raw_Wide,9750.0,,3510.0,1560.0,438.75,1998.75,0.205,175.5,1706.25,439.19,1446.9,1190.42,1104.56,10986.0,4614.12,5053.56,4282.68,2439.94,2000.75,0.42,1.1799994396032392,1.0010006253908692,11.38888888888889,54.166,74.8982202111614,69.49612583494935,59.568094376212045,1018.3696134453785
COMPANY,45124442,"ТОВ ""ПАЕК-ПІВДЕНЬ""",2026-01-01,2025,02_Raw_Wide,7000.0,,2520.0,1120.0,315.0,1435.0,0.205,126.0,1225.0,315.31,1038.8,854.6600000000001,793.02,7752.0,3255.84,3565.92,3021.97,1751.75,1436.44,0.42000000000000004,1.1799984778141412,1.0010034843205575,11.38888888888889,54.166,74.89817527010806,69.49635054021608,59.56782472989197,731.133848739496
COMPANY,45278636,"ТОВ ""ФІДНОВА ЦЕНТР""",2026-01-01,2025,02_Raw_Wide,7625.0,,2745.0,1220.0,343.12,1563.12,0.20499934426229507,137.25,1334.37,343.47,1131.55,930.97,863.8199999999999,8487.0,3564.54,3904.02,3308.49,1908.1499999999999,1564.6799999999998,0.42,1.180000544054841,1.0009980039920159,11.388852459016393,54.166,74.8981789247236,69.49584295815626,59.56833596656733,796.4204918269824
COMPANY,45348336,"ТОВ ""ТАЙМ ОФ ТІМ""",2026-01-01,2025,02_Raw_Wide,15875.0,,5715.0,2540.0,714.38,3254.38,0.20500031496062993,285.75,2778.13,715.09,2355.85,1938.24,1798.45,18189.0,7639.38,8366.94,7090.63,3972.7200000000003,3257.63,0.42,1.1799995204939477,1.0009986541215223,11.388906386701663,54.166,74.89795270188722,69.49615271416805,59.56779998771917,1658.1064325348677
COMPANY,45412956,"ТОВ ""ПВ КОЕНЕРДЖІ""",2026-01-01,2025,02_Raw_Wide,7500.0,,2700.0,1200.0,337.5,1537.5,0.205,135.0,1312.5,337.84,1113.0,915.71,849.65,8340.0,3502.8,3836.4,3251.19,1876.8700000000001,1539.0300000000002,0.42000000000000004,1.179998708165318,1.0009951219512196,11.38888888888889,54.166,74.89840896358544,69.49518207282914,59.5692268907563,783.3761344537816
COMPANY,45425059,ТОВ «ІНЖУР ЕНЕРДЖІ»,2026-01-01,2025,02_Raw_Wide,8000.0,,2880.0,1280.0,360.0,1640.0,0.205,144.0,1400.0,360.36,1187.2,976.75,906.3000000000001,8928.0,3749.76,4106.88,3480.41,2002.0,1641.6399999999999,0.42000000000000004,1.1799989081746116,1.001,11.38888888888889,54.166,74.89784663865547,69.49569327731092,59.56815336134454,835.5861512605044
COMPANY,45477018,"ТОВ ""Тарус трейд""",2026-01-01,2025,02_Raw_Wide,14625.0,,5265.0,2340.0,658.12,2998.12,0.20499965811965812,263.25,2559.37,658.78,2170.35,1785.6299999999999,1656.84,16719.0,7021.98,7690.74,6517.58,3659.8999999999996,3001.12,0.42,1.1799993249028013,1.0010006270596241,11.388869895536562,54.166,74.8981771755069,69.49608590327608,59.56809127223082,1527.5543405700835
COMPANY,45506389,ТОВ «ІНЖУР СКАЙ»,2026-01-01,2025,02_Raw_Wide,5375.0,,1935.0,860.0,241.88,1101.88,0.20500093023255817,96.75,940.63,242.12,797.65,656.25,608.92,5841.0,2453.22,2686.86,2277.0,1345.1,1102.98,0.42,1.1800000000000002,1.0009982938250988,11.388940568475453,54.166,74.89751791677611,69.49576626267933,59.56775165409678,561.4056594249121
COMPANY,45564660,"ТОВ ""ПРОМЕТЕЙ КАПИТАЛ""",2026-01-01,2025,02_Raw_Wide,6125.0,,2205.0,980.0,275.62,1255.62,0.20499918367346937,110.25,1071.87,275.9,908.95,747.8199999999999,693.88,6723.0,2823.66,3092.58,2620.83,1532.77,1256.87,0.42,1.1800002289351084,1.0009955241235406,11.388843537414965,54.166,74.89732135507273,69.49500326530165,59.56831808977108,639.7474161969935
COMPANY,45713735,"ТОВ ""ДДС ІНТЕРНЕШНЛ""",2026-01-01,2025,02_Raw_Wide,10375.0,,3735.0,1660.0,466.88,2126.88,0.20500048192771086,186.75,1815.63,467.34,1539.65,1266.72,1175.3600000000001,11721.0,4922.82,5391.66,4569.2,2596.3599999999997,2129.0199999999995,0.42,1.1800008754267706,1.0010061686601968,11.388915662650604,54.166,74.89775024622881,69.49587890726247,59.56787133896634,1083.6456594266754
GROUP,GROUP_BKZ,BKZ,2026-01-01,2025,03_Group_Aggregated,11250.0,,4050.0,1800.0,506.25,2306.25,0.205,202.5,1968.75,506.76,1669.5,1373.55,1274.49,12750.0,5355.0,5865.0,4970.34,2815.3099999999995,2308.5499999999993,0.42,1.1799997585678244,1.0009972899728994,11.38888888888889,54.166,74.89759103641457,69.496,59.567591036414555,1175.031932773109
GROUP,GROUP_CKM,CKM,2026-01-01,2025,03_Group_Aggregated,12500.0,,4500.0,2000.0,562.5,2562.5,0.205,225.0,2187.5,563.06,1855.0,1526.1699999999998,1416.1100000000001,14220.0,5972.4,6541.2,5543.39,3128.13,2565.07,0.42,1.1799999639209942,1.0010029268292684,11.38888888888889,54.166,74.89775462184873,69.49649075630252,59.567263865546195,1305.583865546218
GROUP,GROUP_KROK,KROK,2026-01-01,2025,03_Group_Aggregated,16000.0,,5760.0,2560.0,720.0,3280.0,0.205,288.0,2800.0,720.72,2374.4,1953.5,1812.6100000000001,18336.0,7701.12,8434.56,7147.93,4004.0,3283.2799999999997,0.42,1.1800003637416705,1.001,11.38888888888889,54.166,74.89784663865547,69.49607668067227,59.56776995798319,1671.161546218487
GROUP,GROUP_UNMAPPED_13429839,UNMAPPED_13429839,2026-01-01,2025,03_Group_Aggregated,10625.0,,3825.0,1700.0,478.12,2178.12,0.2049995294117647,191.25,1859.37,478.6,1576.75,1297.25,1203.69,12015.0,5046.3,5526.9,4683.81,2658.8999999999996,2180.2999999999997,0.42000000000000004,1.1800008967058866,1.0010008631296714,11.388862745098038,54.166,74.89801293286175,69.49623371528723,59.56777921757451,1109.7558867931689
GROUP,GROUP_UNMAPPED_14291113,UNMAPPED_14291113,2026-01-01,2025,03_Group_Aggregated,11000.0,,3960.0,1760.0,495.0,2255.0,0.205,198.0,1925.0,495.5,1632.4,1343.03,1246.17,12456.0,5231.52,5729.76,4855.73,2752.76,2257.26,0.42000000000000004,1.1799997116808392,1.0010022172949002,11.38888888888889,54.166,74.8977769289534,69.49611153552331,59.567665393430104,1148.9215462184875
GROUP,GROUP_UNMAPPED_14325705,UNMAPPED_14325705,2026-01-01,2025,03_Group_Aggregated,10125.0,,3645.0,1620.0,455.62,2075.62,0.2049995061728395,182.25,1771.87,456.08,1502.55,1236.2,1147.0400000000002,11427.0,4799.34,5256.42,4454.59,2533.77,2077.69,0.42000000000000004,1.180000853052694,1.0009972923752903,11.388861454046639,54.166,74.89783181007839,69.49588173388798,59.567950076190414,1057.535113681408
GROUP,GROUP_UNMAPPED_20205260,UNMAPPED_20205260,2026-01-01,2025,03_Group_Aggregated,13250.0,,4770.0,2120.0,596.25,2716.25,0.205,238.5,2318.75,596.85,1966.3,1617.74,1501.07,15102.0,6342.84,6946.92,5887.22,3315.8199999999997,2718.97,0.42,1.1800000679437832,1.0010013805798434,11.38888888888889,54.166,74.89774536229586,69.49618519105755,59.56756017123831,1383.9257815126052
GROUP,GROUP_UNMAPPED_20831737,UNMAPPED_20831737,2026-01-01,2025,03_Group_Aggregated,6250.0,,2250.0,1000.0,281.25,1281.25,0.205,112.5,1093.75,281.53,927.5,763.0799999999999,708.0500000000001,6870.0,2885.4,3160.2,2678.14,1564.06,1282.53,0.42000000000000004,1.1799980583539322,1.0009990243902438,11.38888888888889,54.166,74.89726386554621,69.49600000000001,59.56726386554621,652.7919327731091
GROUP,GROUP_UNMAPPED_22480087,UNMAPPED_22480087,2026-01-01,2025,03_Group_Aggregated,10750.0,,3870.0,1720.0,483.75,2203.75,0.205,193.5,1881.25,484.23,1595.3,1312.51,1217.84,12162.0,5108.04,5594.52,4741.12,2690.1800000000003,2205.9500000000003,0.42,1.179999662526998,1.0009982983550767,11.38888888888889,54.166,74.89797146765683,69.49565761188195,59.56831385577486,1122.8219159663863
GROUP,GROUP_UNMAPPED_22722461,UNMAPPED_22722461,2026-01-01,2025,03_Group_Aggregated,12250.0,,4410.0,1960.0,551.25,2511.25,0.205,220.5,2143.75,551.8,1817.9,1495.6499999999999,1387.78,13926.0,5848.92,6405.96,5428.78,3065.56,2513.76,0.42,1.1799999263186205,1.0009995022399205,11.38888888888889,54.166,74.89792488423942,69.49610015434746,59.56782472989195,1279.4842352941175
GROUP,GROUP_UNMAPPED_30652567,UNMAPPED_30652567,2026-01-01,2025,03_Group_Aggregated,11500.0,,4140.0,1840.0,517.5,2357.5,0.205,207.0,2012.5,518.02,1706.6,1404.09,1302.82,13044.0,5478.48,6000.24,5084.95,2877.87,2359.85,0.42,1.1799998033412324,1.0009968186638387,11.38888888888889,54.166,74.89848008768725,69.49642674461089,59.56805334307634,1201.1530756302518
GROUP,GROUP_UNMAPPED_30704028,UNMAPPED_30704028,2026-01-01,2025,03_Group_Aggregated,6625.0,,2385.0,1060.0,298.12,1358.12,0.20499924528301885,119.25,1159.37,298.42,983.15,808.88,750.53,7311.0,3070.62,3363.06,2850.05,1657.8999999999999,1359.4799999999998,0.42,1.1800003508710373,1.001001384266486,11.388846960167713,54.166,74.8985763138401,69.49563406293444,59.56894225090565,691.9789455995615
GROUP,GROUP_UNMAPPED_30822837,UNMAPPED_30822837,2026-01-01,2025,03_Group_Aggregated,9000.0,,3240.0,1440.0,405.0,1845.0,0.205,162.0,1575.0,405.4,1335.6,1098.8500000000001,1019.59,10104.0,4243.68,4647.84,3938.85,2252.25,1846.85,0.42000000000000004,1.179999238356373,1.0010027100271002,11.38888888888889,54.166,74.8982726423903,69.49586367880487,59.56840896358541,940.0384537815123
GROUP,GROUP_UNMAPPED_30976452,UNMAPPED_30976452,2026-01-01,2025,03_Group_Aggregated,5750.0,,2070.0,920.0,258.75,1178.75,0.205,103.5,1006.25,259.01,853.3,702.04,651.4,6282.0,2638.44,2889.72,2448.92,1438.94,1179.93,0.42,1.1799977132776895,1.0010010604453872,11.38888888888889,54.166,74.89794665692364,69.49535988308367,59.56858677383997,600.5819159663865
GROUP,GROUP_UNMAPPED_31228240,UNMAPPED_31228240,2026-01-01,2025,03_Group_Aggregated,13875.0,,4995.0,2220.0,624.38,2844.38,0.20500036036036037,249.75,2428.13,625.0,2059.05,1694.06,1571.88,15837.0,6651.54,7285.02,6173.75,3472.2299999999996,2847.2299999999996,0.42,1.1799991901194575,1.0010019758260147,11.38890890890891,54.16600000000001,74.89829958258737,69.49644000087214,59.56785958171524,1449.2125837962503
GROUP,GROUP_UNMAPPED_31466053,UNMAPPED_31466053,2026-01-01,2025,03_Group_Aggregated,7125.0,,2565.0,1140.0,320.62,1460.62,0.20499929824561403,128.25,1246.87,320.95,1057.35,869.9200000000001,807.1700000000001,7899.0,3317.58,3633.54,3079.27,1783.03,1462.08,0.42,1.1800004546532132,1.0009995755227232,11.388849902534112,54.16599999999999,74.89793318834359,69.49531535271667,59.56861783562691,744.1997187135854
GROUP,GROUP_UNMAPPED_31559190,UNMAPPED_31559190,2026-01-01,2025,03_Group_Aggregated,17000.0,,6120.0,2720.0,765.0,3485.0,0.205,306.0,2975.0,765.76,2522.8,2075.6,1925.8999999999999,19512.0,8195.04,8975.52,7606.37,4254.25,3488.49,0.42000000000000004,1.1800004469937697,1.0010014347202294,11.38888888888889,54.166000000000004,74.89807217004449,69.49614434008897,59.56792782995551,1775.6138487394956
GROUP,GROUP_UNMAPPED_31764816,UNMAPPED_31764816,2026-01-01,2025,03_Group_Aggregated,8875.0,,3195.0,1420.0,399.38,1819.38,0.2050005633802817,159.75,1553.13,399.77,1317.05,1083.5900000000001,1005.44,9957.0,4181.94,4580.22,3881.54,2220.97,1821.1999999999998,0.42,1.1800007213631705,1.0010003407754289,11.388920187793428,54.166,74.89846836166966,69.49668788892214,59.5677804727475,926.9725837950843
GROUP,GROUP_UNMAPPED_31893770,UNMAPPED_31893770,2026-01-01,2025,03_Group_Aggregated,10875.0,,3915.0,1740.0,489.38,2229.38,0.20500045977011494,195.75,1903.13,489.86,1613.85,1327.77,1232.01,12309.0,5169.78,5662.14,4798.42,2721.4700000000003,2231.61,0.42,1.1800009169685022,1.0010002781042262,11.388914431673053,54.166,74.89793095561167,69.4962229276329,59.56770802797878,1135.8664325335133
GROUP,GROUP_UNMAPPED_31980957,UNMAPPED_31980957,2026-01-01,2025,03_Group_Aggregated,9875.0,,3555.0,1580.0,444.38,2024.38,0.20500050632911393,177.75,1728.13,444.82,1465.45,1205.6799999999998,1118.72,11133.0,4675.86,5121.18,4339.98,2471.2300000000005,2026.4100000000005,0.42,1.1800008294969102,1.0010027761586267,11.388917018284108,54.166,74.89817244818418,69.49612126039464,59.56805118778955,1031.4248863200821
GROUP,GROUP_UNMAPPED_32122069,UNMAPPED_32122069,2026-01-01,2025,03_Group_Aggregated,8750.0,,3150.0,1400.0,393.75,1793.75,0.205,157.5,1531.25,394.14,1298.5,1068.3300000000002,991.27,9810.0,4120.2,4512.6,3824.24,2189.69,1795.5500000000002,0.42,1.1799991632324334,1.0010034843205575,11.38888888888889,54.166,74.89852581032414,69.496,59.56852581032415,913.928067226891
GROUP,GROUP_UNMAPPED_32165482,UNMAPPED_32165482,2026-01-01,2025,03_Group_Aggregated,5875.0,,2115.0,940.0,264.38,1204.38,0.20500085106382981,105.75,1028.13,264.64,871.85,717.3,665.5699999999999,6429.0,2700.18,2957.34,2506.22,1470.23,1205.5900000000001,0.42,1.1800001596029082,1.0010046663013334,11.388936170212768,54.166,74.89787219434606,69.4964126535493,59.56745954079676,613.6264325298515
GROUP,GROUP_UNMAPPED_32333962,UNMAPPED_32333962,2026-01-01,2025,03_Group_Aggregated,14750.0,,5310.0,2360.0,663.75,3023.75,0.205,265.5,2581.25,664.41,2188.9,1800.89,1671.0,16866.0,7083.72,7758.36,6574.88,3691.18,3026.77,0.42000000000000004,1.1800002433504488,1.0009987598181067,11.38888888888889,54.166,74.89814556331008,69.49608317903433,59.56806238427576,1540.6096134453785
GROUP,GROUP_UNMAPPED_32399340,UNMAPPED_32399340,2026-01-01,2025,03_Group_Aggregated,13750.0,,4950.0,2200.0,618.75,2818.75,0.205,247.5,2406.25,619.37,2040.5,1678.8,1557.71,15690.0,6589.8,7217.4,6116.44,3440.94,2821.57,0.42,1.1800001307950376,1.00100044345898,11.38888888888889,54.166,74.8983346065699,69.49600000000001,59.56833460656989,1436.1680672268906
GROUP,GROUP_UNMAPPED_32673400,UNMAPPED_32673400,2026-01-01,2025,03_Group_Aggregated,6500.0,,2340.0,1040.0,292.5,1332.5,0.205,117.0,1137.5,292.79,964.6,793.62,736.38,7164.0,3008.88,3295.44,2792.75,1626.63,1333.8400000000001,0.42000000000000004,1.1799982096499866,1.0010056285178237,11.38888888888889,54.166,74.8988493859082,69.49675500969619,59.568094376212,678.9130756302518
GROUP,GROUP_UNMAPPED_32751876,UNMAPPED_32751876,2026-01-01,2025,03_Group_Aggregated,9625.0,,3465.0,1540.0,433.12,1973.12,0.2049994805194805,173.25,1684.37,433.56,1428.35,1175.1599999999999,1090.4,10839.0,4552.38,4985.94,4225.37,2408.64,1975.08,0.42,1.1800008046632602,1.0009933506325008,11.388860028860028,54.166,74.8982692146509,69.4961305283156,59.56813868633529,1005.3143405693846
GROUP,GROUP_UNMAPPED_32998661,UNMAPPED_32998661,2026-01-01,2025,03_Group_Aggregated,13000.0,,4680.0,2080.0,585.0,2665.0,0.205,234.0,2275.0,585.58,1929.2,1587.22,1472.74,14808.0,6219.36,6811.68,5772.61,3253.25,2667.67,0.42,1.1800000346463733,1.0010018761726078,11.38888888888889,54.166,74.89790562378798,69.49581124757594,59.56809437621203,1357.8261512605045
GROUP,GROUP_UNMAPPED_33074226,UNMAPPED_33074226,2026-01-01,2025,03_Group_Aggregated,6875.0,,2475.0,1100.0,309.38,1409.38,0.20500072727272728,123.75,1203.13,309.68,1020.25,839.4,778.86,7605.0,3194.1,3498.3,2964.66,1720.47,1410.79,0.42,1.1800004047681691,1.0010004399097474,11.388929292929294,54.166,74.89842615544832,69.4965310881969,59.5678950672514,718.0787350572772
GROUP,GROUP_UNMAPPED_33658865,UNMAPPED_33658865,2026-01-01,2025,03_Group_Aggregated,16375.0,,5895.0,2620.0,736.88,3356.88,0.20500030534351146,294.75,2865.63,737.61,2430.05,1999.29,1855.09,18777.0,7886.34,8637.42,7319.85,4097.85,3360.2400000000002,0.42,1.179999590155536,1.0010009294344748,11.388905852417302,54.166000000000004,74.89806653310232,69.49599820180804,59.5680683312943,1710.337961950587
