group_id,group_name,report_date,report_year,edrpou,client_name,report_form,line_code,line_value
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2165,0.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2180,0.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2190,820.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2195,0.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2200,0.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2220,50.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2240,0.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2250,190.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2255,0.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2270,0.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2275,0.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2280,0.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2285,0.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2290,0.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2295,0.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2300,80.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2305,0.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2310,0.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2350,560.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2355,0.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2400,0.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2405,0.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2410,0.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2415,0.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2445,0.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2450,0.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2455,0.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2460,0.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2465,0.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2500,0.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2505,0.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2510,0.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2515,310.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2520,0.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2550,0.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2600,0.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2605,0.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2610,0.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2615,0.0
GROUP_001,Назва групи,2026-01-01,2025,EDRPOU_2,Компанія 2,Ф1/Ф2,2650,0.0
